INSTANCE u5-50-3.5-0.9-3.5-3.txt

Objective function weight factors:
[0.75, 0.25]
Time horizon [min]:
284.0
Number of customers:
50
Number of origin depots,destination depots and recharging stations:
1,1,5
Number of vehicles:
5
Capacity of vehicles (C):
[3, 3, 3, 3, 3]
Initial battery range level of vehicles (B0 in kWh):
[3.5, 3.5, 3.5, 3.5, 3.5]
Available battery range for the vehicles at every node (Q in kWh):
[3.5, 3.5, 3.5, 3.5, 3.5]
Maximum battery emptiness at end depots (r)(% of the available battery range Q):
[0.9, 0.9, 0.9, 0.9, 0.9]
Vehicles' consumption rates (beta in  kWh/min):
[0.0715; 0.0715; 0.0715; 0.0715; 0.0715]
Recharging rates at stations (alpha in kWh/min):
[0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055; 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055; 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055; 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055; 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055 0.055]

Objective Value:
142.82632999999996
Best_bound:
132.88070156918826
Gap[%]:
6.963441846340025
Objective Value 1st component (by vehicle)
180.07637200000002
Objective Value 2nd component (by vehicle):
NaN
Objective Value 3rd component (by vehicle):
31.076203999999876
Solution: i, j, T[i], T[j],arr[i],dep[i],arr[j],dep[j],t[i,j],B[i],e[i]
103,13,50.219,56.357,0.0,293.0,50.5,72.04,0.281,3.5,0
13,11,56.357,57.268,50.5,72.04,44.5,63.44,0.411,3.48,0
11,63,57.268,59.0,44.5,63.44,59.0,74.0,1.232,3.451,0
63,61,59.0,62.67,59.0,74.0,53.0,68.0,3.17,3.362,0
61,14,62.67,64.284,53.0,68.0,53.5,74.28,1.113,3.136,0
14,64,64.284,67.009,53.5,74.28,62.0,77.0,2.225,3.056,0
64,27,67.009,125.996,62.0,77.0,117.5,137.36,2.45,2.897,0
27,28,125.996,128.493,117.5,137.36,122.5,143.49,1.997,2.722,0
28,78,128.493,131.0,122.5,143.49,131.0,146.0,2.007,2.579,0
78,77,131.0,134.009,131.0,146.0,126.0,141.0,2.509,2.436,0
77,30,134.009,164.205,126.0,141.0,142.5,164.21,1.192,2.256,0
30,80,164.205,165.994,142.5,164.21,151.0,166.0,1.289,2.171,0
80,35,165.994,175.157,151.0,166.0,163.5,185.02,1.902,2.079,0
35,85,175.157,177.136,163.5,185.02,172.0,187.0,1.479,1.943,0
85,34,177.136,179.833,172.0,187.0,158.5,179.84,2.197,1.837,0
34,84,179.833,181.996,158.5,179.84,167.0,182.0,1.663,1.68,0
84,40,181.996,201.135,167.0,182.0,188.5,208.38,1.403,1.561,0
40,38,201.135,203.49,188.5,208.38,186.5,205.25,1.855,1.461,0
38,90,203.49,206.358,186.5,205.25,197.0,212.0,2.368,1.328,0
90,88,206.358,209.996,197.0,212.0,195.0,210.0,3.138,1.159,0
88,41,209.996,214.167,195.0,210.0,192.5,214.17,1.138,0.934,0
41,91,214.167,215.995,192.5,214.17,201.0,216.0,1.329,0.853,0
91,44,215.995,220.836,201.0,216.0,216.5,235.84,2.185,0.758,0
44,94,220.836,225.0,216.5,235.84,225.0,240.0,3.664,0.602,0
94,115,225.0,226.665,225.0,240.0,0.0,293.0,1.165,0.34,0
115,110,226.665,228.364,0.0,293.0,0.0,293.0,0.0,0.257,1.699
104,6,18.458,30.394,0.0,293.0,19.5,42.46,2.951,3.487,0
6,56,30.394,30.936,19.5,42.46,28.0,43.0,0.042,3.276,0
56,10,30.936,32.752,28.0,43.0,25.5,47.75,1.316,3.273,0
10,60,32.752,34.0,25.5,47.75,34.0,49.0,0.748,3.179,0
60,8,34.0,41.408,34.0,49.0,24.5,42.73,2.0,3.126,0
8,12,41.408,45.819,24.5,42.73,45.5,66.29,3.911,2.983,0
12,58,45.819,48.0,45.5,66.29,33.0,48.0,1.681,2.703,0
58,62,48.0,54.0,33.0,48.0,54.0,69.0,0.688,2.583,0
62,17,54.0,82.5,54.0,69.0,74.5,97.5,1.813,2.534,0
17,67,82.5,83.0,74.5,97.5,83.0,98.0,0.0,2.404,0
67,18,83.0,88.048,83.0,98.0,75.5,96.62,0.781,2.404,0
18,21,88.048,89.298,75.5,96.62,85.5,104.93,0.75,2.348,0
21,68,89.298,91.351,85.5,104.93,84.0,99.0,1.552,2.295,0
68,71,91.351,94.0,84.0,99.0,94.0,109.0,2.149,2.184,0
71,25,94.0,106.489,94.0,109.0,104.5,124.62,1.853,2.03,0
25,23,106.489,108.337,104.5,124.62,101.5,119.73,1.348,1.897,0
23,75,108.337,113.0,101.5,119.73,113.0,128.0,4.163,1.801,0
75,73,113.0,115.245,113.0,128.0,110.0,125.0,1.745,1.503,0
73,32,115.245,158.484,110.0,125.0,153.5,173.48,0.983,1.379,0
32,82,158.484,162.001,153.5,173.48,162.0,177.0,3.017,1.308,0
82,33,162.001,173.141,162.0,177.0,158.5,179.06,2.344,1.093,0
33,36,173.141,176.326,158.5,179.06,172.5,191.82,2.685,0.925,0
36,83,176.326,177.499,172.5,191.82,167.0,182.0,0.673,0.733,0
83,37,177.499,180.364,167.0,182.0,172.5,195.36,2.366,0.685,0
37,87,180.364,181.0,172.5,195.36,181.0,196.0,0.136,0.516,0
87,86,181.0,182.988,181.0,196.0,181.0,196.0,1.488,0.506,0
86,112,182.988,284.0,181.0,196.0,0.0,293.0,0.694,0.4,0
105,1,0.001,6.799,0.0,293.0,0.0,12.4,3.056,1.843,0
1,51,6.799,9.395,0.0,12.4,2.6,15.0,2.097,1.624,0
51,2,9.395,11.785,2.6,15.0,0.0,13.86,1.889,1.474,0
2,4,11.785,16.86,0.0,13.86,6.5,29.5,4.575,1.339,0
4,54,16.86,17.36,6.5,29.5,15.0,30.0,0.0,1.012,0
54,52,17.36,18.999,15.0,30.0,5.14,19.0,1.138,1.012,0
52,22,18.999,93.596,5.14,19.0,87.5,108.59,3.424,0.931,0
22,72,93.596,96.001,87.5,108.59,96.0,111.0,1.906,0.686,0
72,26,96.001,122.5,96.0,111.0,114.5,137.5,1.648,0.55,0
26,76,122.5,123.0,114.5,137.5,123.0,138.0,0.0,0.432,0
76,39,123.0,210.496,123.0,138.0,187.5,210.5,0.0,0.432,0
39,89,210.496,210.996,187.5,210.5,196.0,211.0,0.0,0.432,0
89,45,210.996,225.5,196.0,211.0,217.5,240.5,0.0,0.432,0
45,95,225.5,226.0,217.5,240.5,226.0,241.0,0.0,0.432,0
95,47,226.0,265.496,226.0,241.0,242.5,265.5,0.0,0.432,0
47,97,265.496,265.996,242.5,265.5,251.0,266.0,0.0,0.432,0
97,108,265.996,267.641,251.0,266.0,0.0,293.0,1.145,0.432,0
106,3,0.0,17.775,0.0,293.0,0.0,17.78,2.334,3.228,0
3,53,17.775,20.992,0.0,17.78,6.0,21.0,2.717,3.061,0
53,7,20.992,43.374,6.0,21.0,20.5,43.38,0.702,2.867,0
7,57,43.374,43.997,20.5,43.38,29.0,44.0,0.122,2.817,0
57,9,43.997,45.975,29.0,44.0,24.5,46.17,1.478,2.808,0
9,59,45.975,47.804,24.5,46.17,33.0,48.0,1.329,2.702,0
59,15,47.804,64.501,33.0,48.0,56.5,79.5,1.788,2.607,0
15,65,64.501,65.001,56.5,79.5,65.0,80.0,0.0,2.479,0
65,19,65.001,101.735,65.0,80.0,79.5,101.74,1.064,2.479,0
19,69,101.735,102.995,79.5,101.74,88.0,103.0,0.759,2.403,0
69,20,102.995,106.366,88.0,103.0,84.5,106.37,1.133,2.349,0
20,70,106.366,107.995,84.5,106.37,93.0,108.0,1.129,2.268,0
70,29,107.995,152.567,93.0,108.0,131.5,152.57,0.578,2.187,0
29,79,152.567,154.992,131.5,152.57,140.0,155.0,1.925,2.146,0
79,46,154.992,228.94,140.0,155.0,228.5,246.67,2.231,2.008,0
46,42,228.94,230.037,228.5,246.67,211.5,231.97,0.597,1.849,0
42,92,230.037,233.066,211.5,231.97,220.0,235.0,2.529,1.806,0
92,96,233.066,237.0,220.0,235.0,237.0,252.0,3.434,1.625,0
96,50,237.0,255.929,237.0,252.0,254.5,270.93,5.654,1.38,0
50,100,255.929,263.0,254.5,270.93,263.0,278.0,6.571,0.975,0
100,126,263.0,284.0,263.0,278.0,0.0,293.0,2.176,0.506,0
126,116,284.0,284.0,0.0,293.0,0.0,293.0,0.0,0.35,0.0
116,121,284.0,284.0,0.0,293.0,0.0,293.0,0.0,0.35,0.0
121,111,284.0,284.0,0.0,293.0,0.0,293.0,0.0,0.35,0.0
107,5,0.0,20.211,0.0,293.0,13.5,35.21,1.001,2.474,0
5,55,20.211,22.001,13.5,35.21,22.0,37.0,1.29,2.402,0
55,16,22.001,72.535,22.0,37.0,66.5,87.53,1.369,2.31,0
16,66,72.535,75.0,66.5,87.53,75.0,90.0,1.965,2.212,0
66,24,75.0,109.703,75.0,90.0,103.5,124.7,0.928,2.072,0
24,74,109.703,112.001,103.5,124.7,112.0,127.0,1.797,2.005,0
74,31,112.001,162.806,112.0,127.0,143.5,162.81,0.369,1.877,0
31,81,162.806,166.994,143.5,162.81,152.0,167.0,3.688,1.851,0
81,43,166.994,234.146,152.0,167.0,212.5,234.15,1.517,1.587,0
43,93,234.146,235.992,212.5,234.15,221.0,236.0,1.346,1.478,0
93,48,235.992,248.642,221.0,236.0,243.5,263.64,2.745,1.382,0
48,98,248.642,252.0,243.5,263.64,252.0,267.0,2.858,1.186,0
98,49,252.0,255.247,252.0,267.0,247.5,267.84,2.747,0.981,0
49,99,255.247,258.411,247.5,267.84,256.0,271.0,2.664,0.785,0
99,114,258.411,262.332,256.0,271.0,0.0,293.0,3.42,0.595,0
114,109,262.332,262.332,0.0,293.0,0.0,293.0,0.0,0.35,0.0
Number of visited stations during service (per vehicle):
[0, 0, 0, 2, 0]
Charging time during service (per vehicle):
[0.0, 0.0, 0.0, 0.0, 0.0]
Number of visited stations at the end of service (per vehicle):
[1, 0, 0, 1, 1]
Charging time during service (per vehicle):
[1.699, 0.0, 0.0, 0.0, 0.0]
