0 199.338
0.112724 195.931
0.164331 194.35
0.587128 192.023
0.703189 190.019
60.0014 190.019


0 213.332
60.0064 213.332


0.0357893 198.729
0.457248 192.18
1.19284 191.804
22.3582 190.792
60.0083 190.792


0 202.024
0.108905 195.878
0.144955 194.121
0.21053 193.774
0.655301 192.504
0.889254 191.105
1.1695 190.019
60.0141 190.019


0 210.197
0.0790324 196.873
0.110627 194.387
0.126575 193.433
0.138237 190.792
0.728135 190.019
60.0222 190.019


0.0279959 217.556
0.07181 212.831
0.0997218 211.405
0.139056 202.209
0.24862 199.338
0.305252 192.504
4.46748 192.18
11.6477 191.105
35.5869 190.019
60.0304 190.019


0.0419186 209.476
0.165546 206.214
0.288096 201.597
0.327958 200.676
0.463279 199.338
0.933223 198.644
1.17815 195.878
1.36011 192.504
3.42286 192.18
11.7855 191.878
14.9331 191.105
60.0413 191.105


0.0367944 212.011
0.0898583 207.297
0.123059 193.503
1.46614 191.878
20.6938 191.804
39.8505 191.105
60.0444 191.105


